Format Version,1.23,Take Name,Take 2022-05-03 11.57.42 AM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-05-03 11.57.43.018 AM,Capture Start Frame,291474,Total Frames in Take,369,Total Exported Frames,369,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global
115,0.958000,-3640.305664,201.199844,2685.058838,1732.788452,167.229858,265.457367,1103.159424,60.671329,1283.138550,,,,-5666.689453,3675.979248,-3700.363037,,,,,,,,,,,,,,,,,,,,,
116,0.966000,-3640.299805,201.203979,2685.060303,1732.775269,167.231537,265.487671,1103.192139,60.664364,1283.129395,,,,-5666.625488,3675.925781,-3700.343750,,,,,,,,,,,,,,,,,,,,,
117,0.975000,-3640.282715,201.074600,2685.011230,1732.789307,167.212479,265.478699,1103.186890,60.639858,1283.106079,,,,-5666.641113,3675.936768,-3700.339844,,,,,,,,,,,,,,,,,,,,,
118,0.983000,-3640.302734,201.083191,2685.031006,,,,1103.192871,60.588470,1283.134277,1902.664185,-454.599792,110.284615,,,,,,,,,,,,,,,,,,,,,,,,
119,0.991000,-3640.293213,201.156815,2685.062744,,,,1103.191406,60.652798,1283.104736,,,,-5666.660156,3675.957031,-3700.346191,,,,,,,,,,,,,,,,,,,,,
120,1.000000,-3640.324219,201.231003,2685.081299,,,,1103.193481,60.668709,1283.133301,,,,-5666.675781,3675.959961,-3700.356934,,,,,,,,,,,,,,,,,,,,,
121,1.008000,-3640.311768,201.177719,2685.059326,,,,1103.169678,60.661152,1283.093262,,,,-5713.348145,3665.489746,-3630.178223,,,,,,,,,,,,,,,,,,,,,
122,1.016000,-3640.279541,201.094910,2685.019043,1732.781372,167.221619,265.463959,1103.169434,60.594379,1283.097778,,,,-5715.549805,3665.454834,-3627.280762,,,,,,,,,,,,,,,,,,,,,
123,1.024000,-3640.270752,201.134262,2685.013184,,,,1103.171143,60.625313,1283.109375,,,,-5715.303711,3665.084229,-3627.248047,,,,-5666.661133,3675.946777,-3700.347900,,,,,,,,,,,,,,,
124,1.033000,-3640.327393,201.194595,2685.062012,,,,1103.198486,60.667744,1283.099609,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,1.041000,-3640.309082,201.130432,2685.075439,1732.788574,167.253281,265.476868,1103.161255,60.619621,1283.089478,1902.684692,-454.609009,110.269829,-5715.565918,3665.462402,-3627.271240,,,,,,,,,,,,,,,,,,,,,
126,1.050000,-3640.309326,201.153641,2684.994629,1732.790039,167.272507,265.474731,1103.138550,60.608269,1283.115112,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1.058000,-3640.276367,201.148941,2685.025146,1732.773071,167.215576,265.487274,1103.187378,60.628635,1283.111450,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,1.066000,-3640.293945,201.189713,2685.093262,1732.784668,167.241409,265.482697,1103.199097,60.665459,1283.099609,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,1.074000,-3640.284424,201.122986,2685.066895,,,,1103.179321,60.651279,1283.132935,,,,-5715.279785,3665.033936,-3627.253418,,,,,,,,,,,,,,,,,,,,,
130,1.083000,-3640.306396,201.136353,2685.028320,,,,1103.224609,60.668831,1283.068359,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,1.091000,-3640.284424,201.147675,2685.033691,,,,1103.210083,60.664070,1283.099121,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,1.100000,-3640.320557,201.235779,2685.042969,1732.790771,167.260941,265.492798,1103.194702,60.661793,1283.135132,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,1.108000,-3640.324219,201.204803,2685.025879,1732.788330,167.253769,265.468384,1103.186768,60.652637,1283.115723,,,,-5715.555176,3665.471436,-3627.277588,,,,,,,,,,,,,,,,,,,,,
134,1.116000,-3640.331787,201.147263,2685.025635,1732.785645,167.235809,265.481384,1103.180542,60.603672,1283.117554,,,,,,,,,,-5666.680176,3675.941895,-3700.351074,,,,,,,,,,,,,,,
135,1.125000,-3640.314453,201.192673,2685.010986,,,,1103.156982,60.633423,1283.117798,,,,-5715.285156,3665.046631,-3627.262695,,,,,,,,,,,,,,,,,,,,,
136,1.133000,-3640.314209,201.181152,2685.052002,1732.813354,167.235855,265.480377,1103.177490,60.658249,1283.130615,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,1.141000,-3640.306152,201.179611,2685.051758,1733.325317,166.649612,265.424866,1103.223022,60.657642,1283.081543,,,,-5715.545410,3665.455078,-3627.279297,,,,,,,,,,,,,,,,,,,,,
138,1.149000,-3640.335938,201.156570,2685.075195,,,,1103.200195,60.656559,1283.097046,1902.638794,-454.650452,110.290245,,,,,,,,,,,,,,,,,,,,,,,,
139,1.158000,-3640.294678,201.159180,2685.062500,,,,1103.173462,60.628616,1283.097046,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,1.166000,-3640.325928,201.195938,2685.046631,,,,1103.206665,60.668041,1283.100586,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,1.175000,-3640.287354,201.227539,2685.032959,1732.809937,167.225067,265.476959,1103.189819,60.652969,1283.095337,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,1.183000,-3640.302490,201.177979,2685.064453,1732.804321,167.195251,265.480591,1103.210327,60.679176,1283.101196,,,,,,,,,,-5666.649414,3675.933350,-3700.355957,,,,,,,,,,,,,,,
143,1.191000,-3640.290527,201.104706,2685.039062,1732.822388,167.216690,265.476746,1103.206299,60.648907,1283.099854,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,1.199000,-3640.313232,201.157455,2685.031006,1732.800537,167.203461,265.485413,1103.209229,60.694012,1283.120850,,,,-5715.586426,3665.500000,-3627.310303,,,,,,,,,,,,,,,,,,,,,
145,1.208000,-3640.289062,201.170471,2685.058350,,,,1103.187378,60.632099,1283.116821,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,1.216000,-3640.265137,201.159668,2685.041748,,,,1103.204956,60.668949,1283.114990,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1.225000,-3640.285400,201.091583,2685.020996,,,,1103.169678,60.590027,1283.109863,,,,,,,,,,-5666.625000,3675.919922,-3700.349609,,,,,,,,,,,,,,,
148,1.233000,-3640.292236,201.097931,2685.021973,1732.817871,167.188965,265.478485,1103.205566,60.626419,1283.092407,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,1.241000,-3640.280762,201.142349,2685.054932,,,,1103.222168,60.682552,1283.094971,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,1.250000,-3640.328125,201.207397,2685.104004,,,,1103.174927,60.616730,1283.128540,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,1.258000,-3640.250732,201.078369,2685.026367,,,,1103.193604,60.607918,1283.104126,,,,,,,,,,-5666.654785,3675.951416,-3700.370605,,,,,,,,,,,,,,,
152,1.266000,-3640.279785,201.088242,2685.030029,1732.796997,167.254547,265.458649,1103.220093,60.603603,1283.059814,1902.683228,-454.636047,110.276306,,,,,,,,,,,,,,,,,,,,,,,,
153,1.274000,-3640.278076,201.134079,2685.017090,,,,1103.189697,60.605988,1283.094849,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,1.283000,-3640.356689,201.281601,2685.042480,,,,1103.164429,60.672623,1283.130249,,,,,,,,,,-5666.620605,3675.930664,-3700.354736,,,,,,,,,,,,,,,
155,1.291000,-3640.317139,201.139679,2685.031006,1732.820312,167.176910,265.460602,1103.173218,60.601025,1283.121216,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,1.300000,-3640.274902,201.042831,2685.006348,,,,1103.203247,60.559273,1283.107788,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,1.308000,-3640.303467,201.104797,2685.024658,1733.371338,166.630768,265.436096,1103.201294,60.580898,1283.122803,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,1.316000,-3640.315918,201.223862,2685.024170,,,,1103.225708,60.669102,1283.133545,,,,,,,,,,-5666.595215,3675.918457,-3700.339600,,,,,,,,,,,,,,,
159,1.324000,-3640.304199,201.168365,2685.040527,,,,1103.179199,60.627071,1283.129272,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,1.333000,-3640.289795,201.113861,2685.003906,1732.778564,167.203903,265.434204,1103.197266,60.621796,1283.087891,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,1.341000,-3640.300781,201.098450,2684.993896,1733.323120,166.622498,265.436646,1103.215210,60.587646,1283.091919,,,,,,,,,,-5666.602051,3675.923828,-3700.346436,,,,,,,,,,,,,,,
162,1.350000,-3640.333984,201.243164,2685.017822,,,,1103.202148,60.661793,1283.092773,,,,,,,,,,-5666.585449,3675.921143,-3700.343262,,,,,,,,,,,,,,,
163,1.358000,-3640.326416,201.234116,2685.046631,,,,1103.147827,60.620937,1283.112671,,,,,,,,,,-5666.629395,3675.948730,-3700.358643,,,,,,,,,,,,,,,
164,1.366000,-3640.322021,201.156967,2685.026611,,,,1103.198975,60.656193,1283.067993,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,1.375000,-3640.309082,201.076035,2684.981445,1732.786987,167.245941,265.450195,1103.211670,60.635208,1283.061523,,,,,,,,,,-5666.582520,3675.912109,-3700.339111,,,,,,,,,,,,,,,
166,1.383000,-3640.322754,201.155273,2685.042236,,,,1103.210449,60.642876,1283.102417,,,,,,,,,,-5666.584473,3675.918457,-3700.344482,,,,,,,,,,,,,,,
167,1.391000,-3640.324951,201.267441,2685.050537,,,,1103.219482,60.652962,1283.104858,,,,,,,,,,-5666.669922,3675.975342,-3700.368652,,,,,,,,,,,,,,,
168,1.399000,-3640.322754,201.271133,2685.030273,,,,1103.194336,60.651390,1283.110840,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,1.408000,-3640.283203,201.122314,2684.996582,,,,1103.197998,60.605747,1283.110962,1902.689453,-454.666382,110.316238,,,,,,,-5666.612305,3675.950439,-3700.339600,,,,,,,,,,,,,,,
170,1.416000,-3640.271484,201.077652,2685.030762,1732.792847,167.229843,265.462280,1103.194946,60.618332,1283.078003,,,,,,,,,,-5666.625000,3675.937500,-3700.347168,,,,,,,,,,,,,,,
171,1.425000,-3640.310059,201.171997,2685.062012,1732.789062,167.225235,265.475464,1103.204956,60.641884,1283.102051,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,1.433000,-3640.303711,201.243622,2685.040527,1732.792847,167.233994,265.479614,1103.233154,60.675869,1283.102051,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,1.441000,-3640.290039,201.164810,2685.017822,1732.787598,167.230972,265.507751,1103.241333,60.636494,1283.094116,1902.663208,-454.656189,110.346245,,,,,,,-5666.660645,3675.976074,-3700.356934,,,,,,,,,,,,,,,
174,1.449000,-3640.311279,201.132828,2685.007812,1732.774780,167.200409,265.488556,1103.219971,60.626438,1283.091675,,,,,,,,,,-5666.668945,3675.975586,-3700.363525,,,,,,,,,,,,,,,
175,1.458000,-3640.330322,201.137848,2685.030762,,,,1103.226318,60.659084,1283.049072,,,,,,,,,,-5666.664551,3675.952881,-3700.362061,,,,,,,,,,,,,,,
176,1.466000,-3640.323730,201.178009,2685.036377,1732.776367,167.245483,265.473663,1103.180054,60.637672,1283.107422,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,1.475000,-3640.319824,201.214310,2685.031738,,,,1103.232666,60.695766,1283.083496,1902.675171,-454.699341,110.309692,,,,,,,,,,,,,,,,,,,,,,,,
178,1.483000,-3640.270264,201.164246,2685.005371,,,,1103.198608,60.655254,1283.099976,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,1.491000,-3640.274658,201.075470,2684.978027,1732.787842,167.222565,265.471252,1103.151367,60.530952,1283.131348,,,,,,,,,,-5714.599121,3665.700195,-3628.733887,,,,,,,,,,,,,,,
180,1.500000,-3640.286865,201.111786,2685.057861,1732.791870,167.180862,265.479614,1103.222412,60.665367,1283.101318,,,,,,,,,,-5715.598145,3665.509277,-3627.269775,,,,,,,,,,,,,,,
181,1.508000,-3640.283447,201.259811,2685.073730,,,,1103.192139,60.672230,1283.134521,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,1.516000,-3640.282715,201.226288,2685.014648,,,,1103.197876,60.675919,1283.098145,,,,,,,,,,-5715.574707,3665.478760,-3627.258545,,,,,,,,,,,,,,,
183,1.524000,-3640.249512,201.093475,2684.983887,,,,1103.222168,60.679470,1283.060303,1902.690796,-454.690765,110.315384,,,,,,,-5715.581543,3665.486816,-3627.265869,,,,,,,,,,,,,,,
184,1.533000,-3640.250000,201.127014,2685.033203,1732.816406,167.262329,265.451843,1103.179932,60.612164,1283.095581,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1.541000,-3640.266846,201.201752,2685.074219,1732.794434,167.227036,265.501434,1103.179443,60.637638,1283.107300,1902.643921,-454.696747,110.317245,,,,,,,-5715.585938,3665.499756,-3627.261719,,,,,,,,,,,,,,,
186,1.550000,-3640.286377,201.190353,2685.077881,,,,1103.209473,60.667274,1283.105347,,,,,,,,,,-5715.218262,3665.409180,-3627.125244,,,,,,,,,,,,,,,
187,1.558000,-3640.246094,201.067673,2685.010254,1733.368774,166.663879,265.419769,1103.242798,60.663616,1283.078247,,,,,,,,,,-5715.583984,3665.491211,-3627.255615,,,,,,,,,,,,,,,
188,1.566000,-3640.235596,201.048080,2685.011230,,,,1103.176880,60.622005,1283.076660,,,,,,,,,,-5715.586426,3665.494141,-3627.267334,,,,,,,,,,,,,,,
189,1.575000,-3640.269531,201.189163,2685.046143,,,,1103.198486,60.671688,1283.111084,,,,,,,,,,-5715.218750,3664.959961,-3627.214600,,,,,,,,,,,,,,,
190,1.583000,-3640.274170,201.134155,2685.025879,1733.382324,167.527008,266.018280,1103.147339,60.613552,1283.112427,,,,,,,,,,-5715.285156,3665.011719,-3627.229248,,,,,,,,,,,,,,,
191,1.591000,-3640.307129,201.119339,2685.040283,,,,1103.213013,60.658947,1283.108032,,,,,,,,,,-5715.559570,3665.443115,-3627.259277,,,,,,,,,,,,,,,
192,1.600000,-3640.306885,201.120377,2685.027588,,,,1103.222412,60.642242,1283.106934,1902.677612,-454.638336,110.321846,,,,,,,-5715.583496,3665.481934,-3627.257324,,,,,,,,,,,,,,,
193,1.608000,-3640.300537,201.226562,2685.043457,1733.380737,167.551331,266.004822,1103.216675,60.667877,1283.103271,,,,,,,,,,-5715.565430,3665.474854,-3627.245117,,,,,,,,,,,,,,,
194,1.616000,-3640.305664,201.226074,2685.061768,,,,1103.224487,60.686054,1283.114502,,,,,,,,,,-5715.261230,3665.004150,-3627.220215,,,,,,,,,,,,,,,
195,1.625000,-3640.311768,201.144043,2685.038574,1733.384033,166.631073,265.420593,1103.234741,60.653091,1283.099243,1902.692017,-454.665833,110.343277,,,,,,,,,,,,,,,,,,,,,,,,
196,1.633000,-3640.324707,201.129959,2685.053467,,,,1103.190552,60.633408,1283.082764,,,,,,,,,,-5715.259277,3664.997070,-3627.230713,,,,,,,,,,,,,,,
197,1.641000,-3640.333252,201.193253,2685.059570,1732.787476,167.232422,265.482635,1103.177124,60.641472,1283.116699,,,,,,,,,,-5715.518555,3665.409668,-3627.243896,,,,,,,,,,,,,,,
198,1.649000,-3640.253662,201.227982,2685.036133,1732.776733,167.250168,265.482635,1103.202148,60.661335,1283.090820,,,,,,,,,,-5715.571777,3665.475098,-3627.263916,,,,,,,,,,,,,,,
199,1.658000,-3640.288574,201.117569,2685.013916,,,,1103.176636,60.621593,1283.085693,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,1.666000,-3640.295898,201.140488,2685.015625,1733.366943,167.537872,266.014679,1103.174194,60.631786,1283.112305,,,,,,,,,,-5715.575684,3665.482666,-3627.276367,,,,,,,,,,,,,,,
201,1.675000,-3640.295654,201.226944,2685.073730,1732.770508,167.243668,265.492615,1103.218018,60.661316,1283.120850,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,1.683000,-3640.285400,201.150436,2685.073730,,,,1103.210693,60.632015,1283.070801,,,,,,,,,,-5715.289551,3665.046631,-3627.252197,,,,,,,,,,,,,,,
203,1.691000,-3640.294922,201.092911,2685.016846,,,,1103.195801,60.614021,1283.108398,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,1.700000,-3640.283203,201.152924,2684.984863,,,,1103.207275,60.653328,1283.085571,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,1.708000,-3640.321045,201.280701,2685.097656,,,,1103.204346,60.653900,1283.098877,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,1.716000,-3640.293457,201.241486,2685.062256,,,,1103.205444,60.640217,1283.093750,,,,,,,,,,-5667.646973,3675.741943,-3698.898438,,,,,,,,,,,,,,,
207,1.725000,-3640.305664,201.070724,2685.048584,,,,1103.217163,60.623764,1283.109985,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,1.733000,-3640.303223,201.143036,2684.998535,,,,1103.229614,60.637840,1283.076050,,,,,,,,,,-5666.636719,3675.948975,-3700.355713,,,,,,,,,,,,,,,
209,1.741000,-3640.291748,201.220978,2685.061279,,,,1103.195557,60.648300,1283.089600,,,,,,,,,,-5666.669922,3675.985596,-3700.359131,,,,,,,,,,,,,,,
210,1.750000,-3640.325928,201.304016,2685.031250,1732.775879,167.245850,265.483063,1103.250977,60.714722,1283.083252,,,,,,,,,,-5666.703125,3676.010254,-3700.364014,,,,,,,,,,,,,,,
211,1.758000,-3640.311523,201.094528,2685.003662,1732.770020,167.223160,265.471222,1103.178955,60.635983,1283.098877,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,1.766000,-3640.235840,201.126175,2685.007568,,,,1103.220581,60.627441,1283.071167,,,,,,,,,,-5666.645020,3675.981445,-3700.343750,,,,,,,,,,,,,,,
213,1.774000,-3640.292725,201.166122,2685.070312,,,,1103.227417,60.688667,1283.069702,,,,,,,,,,-5666.628906,3675.972412,-3700.339355,,,,,,,,,,,,,,,
214,1.783000,-3640.338623,201.257736,2685.057861,1732.777710,167.225098,265.490723,1103.222168,60.734383,1283.126221,,,,,,,,,,-5666.667480,3675.997314,-3700.358154,,,,,,,,,,,,,,,
215,1.791000,-3640.325928,201.178162,2685.041260,1733.336670,166.649872,265.443481,1103.213013,60.669918,1283.084229,,,,,,,,,,,,,1902.696045,-454.653961,110.297768,,,,,,,,,,,,
216,1.800000,-3640.264404,201.024597,2685.039795,1732.802246,167.237946,265.437347,1103.207520,60.607910,1283.065186,,,,,,,,,,-5666.650879,3676.005371,-3700.355957,,,,,,,,,,,,,,,
217,1.808000,-3640.296387,201.131485,2685.040771,1733.377930,167.530243,266.013855,1103.212402,60.654026,1283.084839,,,,,,,,,,-5666.609375,3675.974609,-3700.332031,1902.650513,-454.653503,110.336441,,,,,,,,,,,,
218,1.816000,-3640.283936,201.203705,2685.048340,,,,1103.205811,60.692696,1283.105469,,,,,,,,,,-5666.656738,3676.005859,-3700.346191,,,,,,,,,,,,,,,
219,1.825000,-3640.289062,201.198761,2685.024170,1732.801758,167.228577,265.481934,1103.193970,60.703995,1283.084351,,,,,,,,,,-5666.614746,3675.957031,-3700.332520,,,,,,,,,,,,,,,
220,1.833000,-3640.252441,201.087677,2685.029053,1732.788452,167.279877,265.465912,1103.203979,60.644939,1283.087402,,,,,,,,,,-5666.614258,3675.980469,-3700.340576,1902.676147,-454.660034,110.293831,,,,,,,,,,,,
221,1.841000,-3640.292725,201.090363,2685.022461,1732.793091,167.250687,265.496002,1103.206543,60.660580,1283.070190,,,,,,,,,,-5666.557129,3675.932373,-3700.316162,,,,,,,,,,,,,,,
222,1.850000,-3640.288330,201.149826,2685.048340,,,,1103.225220,60.647964,1283.061279,,,,,,,,,,-5666.610352,3675.964844,-3700.332031,,,,,,,,,,,,,,,
223,1.858000,-3640.249023,201.131042,2685.092529,,,,1103.226807,60.656090,1283.095581,,,,,,,,,,-5666.625977,3675.985840,-3700.342773,,,,,,,,,,,,,,,
224,1.866000,-3640.292725,201.182816,2685.047852,1732.785522,167.274994,265.503296,1103.210205,60.703041,1283.092773,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,1.875000,-3640.293701,201.155014,2685.020996,1732.797607,167.274536,265.462830,1103.218506,60.653328,1283.092529,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,1.883000,-3640.270996,201.111786,2685.046143,1732.814331,167.271606,265.459747,1103.198975,60.620026,1283.058960,,,,,,,,,,-5666.626465,3675.979492,-3700.346924,,,,,,,,,,,,,,,
227,1.891000,-3640.301270,201.150040,2685.074707,,,,1103.184937,60.648579,1283.102173,,,,,,,,,,-5666.601562,3675.962158,-3700.328125,,,,,,,,,,,,,,,
228,1.899000,-3640.321777,201.185928,2685.045166,1732.804688,167.228912,265.489380,1103.154419,60.650867,1283.136597,,,,,,,,,,-5666.584961,3675.954834,-3700.325684,,,,,,,,,,,,,,,
229,1.908000,-3640.280029,201.157730,2685.048096,,,,1103.187622,60.675426,1283.119629,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,1.916000,-3640.272461,201.110641,2685.019287,1732.799561,167.242615,265.477020,1103.148804,60.604511,1283.116089,,,,,,,,,,-5666.629883,3675.986328,-3700.338867,,,,,,,,,,,,,,,
231,1.925000,-3640.287109,201.111496,2685.037598,1733.381592,167.561203,266.020782,1103.200439,60.637474,1283.104614,,,,,,,,,,-5666.597168,3675.950928,-3700.324707,,,,,,,,,,,,,,,
232,1.933000,-3640.311523,201.189545,2685.039795,,,,1103.163574,60.631863,1283.098389,,,,,,,,,,-5666.586426,3675.947266,-3700.323486,,,,,,,,,,,,,,,
233,1.941000,-3640.314209,201.178391,2685.068604,,,,1103.251953,60.705441,1283.053223,,,,,,,,,,-5666.583008,3675.948486,-3700.323486,,,,,,,,,,,,,,,
234,1.950000,-3640.265381,201.103516,2685.025635,1733.357544,166.595673,265.415894,1103.227905,60.656189,1283.101074,,,,,,,,,,-5666.660156,3675.986328,-3700.344727,,,,,,,,,,,,,,,
235,1.958000,-3640.250000,201.090744,2684.993408,,,,1103.208374,60.655960,1283.084839,,,,,,,,,,-5666.626953,3675.962891,-3700.335693,,,,,,,,,,,,,,,
236,1.966000,-3640.287354,201.106293,2685.065430,,,,1103.238647,60.661438,1283.049927,,,,,,,,,,-5666.608887,3675.961670,-3700.328857,,,,,,,,,,,,,,,
237,1.975000,-3640.280273,201.204300,2685.054443,1732.758301,167.211914,265.479218,1103.231812,60.662270,1283.081421,,,,,,,,,,-5666.633789,3675.967773,-3700.338379,,,,,,,,,,,,,,,
238,1.983000,-3640.317383,201.175354,2685.047119,1732.810425,167.222839,265.476746,1103.188843,60.633427,1283.080078,,,,,,,,,,-5666.652832,3675.966553,-3700.345215,,,,,,,,,,,,,,,
239,1.991000,-3640.320312,201.175735,2685.020752,,,,1103.173828,60.648132,1283.074951,,,,,,,,,,-5666.685547,3675.989258,-3700.348389,,,,-5715.524902,3665.443359,-3627.235596,,,,,,,,,
240,2.000000,-3640.279297,201.191788,2685.003662,,,,1103.180176,60.639977,1283.073730,,,,,,,,,,-5666.630371,3675.947021,-3700.329346,,,,-5715.207520,3664.955322,-3627.209229,,,,,,,,,
241,2.008000,-3640.257812,201.095596,2685.069824,1732.755493,167.237793,265.491119,1103.250122,60.647301,1283.045288,,,,,,,,,,-5666.684570,3675.993896,-3700.345459,,,,,,,,,,,,,,,
242,2.016000,-3640.317871,201.194412,2685.057373,1732.780518,167.234528,265.487885,1103.159302,60.636200,1283.142456,,,,,,,,,,-5666.687012,3675.982910,-3700.342285,,,,-5715.214844,3664.970215,-3627.206299,,,,,,,,,
